Date,Open,High,Low,Close,Adj Close,Volume
2015-03-02,6.767480,6.799040,6.585140,6.618450,6.465645,28230549
2015-03-03,6.627220,6.890200,6.618450,6.662280,6.508463,44190325
2015-03-04,6.869170,6.872670,6.644750,6.781500,6.624930,31177055
2015-03-05,6.823580,6.942800,6.732410,6.786760,6.630068,33771063
2015-03-06,6.800790,6.853390,6.574620,6.606180,6.453659,29461914
2015-03-09,6.606180,6.837610,6.465920,6.825330,6.667748,53672266
2015-03-10,6.842870,7.048000,6.635990,6.948060,6.787645,80293622
2015-03-11,6.970850,7.274160,6.893710,7.093580,6.929805,63207373
2015-03-12,7.223320,7.237340,6.644750,6.998900,6.837311,59792846
2015-03-13,7.012930,7.026960,6.644750,6.855140,6.696871,56528043
2015-03-16,6.863910,6.883190,6.628970,6.856890,6.698580,81810329
2015-03-17,6.800790,6.881440,6.730660,6.799040,6.642065,58020566
2015-03-18,6.820080,6.835850,6.693840,6.811310,6.654052,54434025
2015-03-19,6.758710,6.809560,6.707870,6.756960,6.600957,54044140
2015-03-20,6.749950,6.820080,6.692090,6.790270,6.633497,45341318
2015-03-23,6.820080,7.100590,6.816570,7.016440,6.854446,76405855
2015-03-24,6.946310,7.070790,6.800790,6.844620,6.686594,63821941
2015-03-25,6.786760,6.820080,6.658780,6.706110,6.551280,64056410
2015-03-26,6.679820,6.692090,6.504490,6.518520,6.368022,60458747
2015-03-27,6.558840,6.662280,6.553580,6.644750,6.491338,27558168
2015-03-30,6.749950,6.942800,6.749950,6.837610,6.679745,58938829
2015-03-31,6.907740,6.907740,6.793780,6.820080,6.662620,48025178
2015-04-01,6.876180,7.303970,6.837610,7.184750,7.018871,74202371
2015-04-02,7.205790,7.302210,7.153190,7.237340,7.070246,56442281
2015-04-03,7.188250,7.503840,7.083060,7.339030,7.169588,47594744
2015-04-07,7.349550,7.710720,7.346040,7.409160,7.238099,54871428
2015-04-08,7.444230,7.447730,7.009420,7.190010,7.024009,53341757
2015-04-09,7.119880,7.188250,6.814820,7.051500,6.888696,49766949
2015-04-10,7.053250,7.361820,6.981370,7.356560,7.186714,43015181
2015-04-13,7.538900,7.819420,7.538900,7.710720,7.532697,61758980
2015-04-14,7.833440,7.845720,7.561690,7.845720,7.664579,52595068
2015-04-15,7.843960,7.845720,7.310980,7.428450,7.256944,55853306
